Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
"Robust Adaptive Embedded Label Propagation With Weight Learning for Inductive Classification","Z. Zhang; F. Li; L. Jia; J. Qin; L. Zhang; S. Yan","School of Computer Science and Technology & Joint International Research Laboratory of Machine Learning and Neuromorphic Computing, Soochow University, Suzhou, China; School of Computer Science and Technology & Joint International Research Laboratory of Machine Learning and Neuromorphic Computing, Soochow University, Suzhou, China; School of Computer Science and Technology & Joint International Research Laboratory of Machine Learning and Neuromorphic Computing, Soochow University, Suzhou, China; Computer Vision Laboratory, ETH Zürich, Zürich, Switzerland; School of Computer Science and Technology & Joint International Research Laboratory of Machine Learning and Neuromorphic Computing, Soochow University, Suzhou, China; Department of Electrical and Computer Engineering, National University of Singapore, Singapore","IEEE Transactions on Neural Networks and Learning Systems","","2018","29","8","3388","3403","","","","10.1109/TNNLS.2017.2727526","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000333","Adaptive embedded label propagation;adaptive weight learning;inductive classification;robust l₂,₁-norm regularization;semi-supervised learning","Robustness;Adaptation models;Data models;Manifolds;Feature extraction;Sparse matrices;Predictive models","image classification;image representation;learning (artificial intelligence);minimisation;regression analysis","classification error;regressive label approximation error;label estimation power;embedded sparse representations;reconstruction errors;adaptive weight;robust adaptive embedded label propagation;AELP-WL;embedded representation;robust inductive semisupervised label prediction model;inductive classification;weight learning","","6","","","02 August 2017","","","IEEE","IEEE Conferences"
"Robust Maneuverability of a Miniature, Low-Cost Underwater Robot Using Multiple Fin Actuation","F. Berlinger; J. Dusek; M. Gauci; R. Nagpal","John A. Paulson School of Engineering and Applied Science, Harvard University, Cambridge, MA, USA; John A. Paulson School of Engineering and Applied Science, Harvard University, Cambridge, MA, USA; John A. Paulson School of Engineering and Applied Science, Harvard University, Cambridge, MA, USA; John A. Paulson School of Engineering and Applied Science, Harvard University, Cambridge, MA, USA","IEEE Robotics and Automation Letters","","2018","3","1","140","147","","","","10.1109/LRA.2017.2734969","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000334","Biologically-inspired robots;marine robotics;swarms","Robot sensing systems;Microwave integrated circuits;Robot kinematics;Actuators;Three-dimensional displays;Fasteners","coils;feedback;marine control;marine propulsion;mobile robots;motion control;open loop systems;optical sensors;pressure sensors;robust control;trajectory control;underwater vehicles","robust maneuverability;miniature low-cost underwater robot;multiple fin actuation;miniature autonomous underwater robot;robot design;magnet-in-coil actuators;sealing requirements;flapping fin propulsors;robot motion control;open-loop swimming characteristics;autonomous behaviors;pressure sensor;inertial measurement unit;IMU;controlled swimming;trajectories;feedback;optic sensor;underwater swarm robotics;3D maneuverability","","3","","","02 August 2017","","","IEEE","IEEE Conferences"
"Energy Management for Energy Harvesting Wireless Sensors With Adaptive Retransmission","A. Yadav; M. Goonewardena; W. Ajib; O. A. Dobre; H. Elbiaze","Faculty of Engineering and Applied Science, Memorial University, St. John’s, NL, Canada; Majestic Asset Management, Montréal, QC, Canada; Department of Computer Science, Université du Québec à Montréal, Montréal, QC, Canada; Faculty of Engineering and Applied Science, Memorial University, St. John’s, NL, Canada; Department of Computer Science, Université du Québec à Montréal, Montréal, QC, Canada","IEEE Transactions on Communications","","2017","65","12","5487","5498","","","","10.1109/TCOMM.2017.2734882","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000335","Wireless sensors networks;energy harvesting communications;packet drop probability;partially observable Markov decision processes;automatic repeat request;selective sampling","Transmitters;Receivers;Sensors;Batteries;Wireless sensor networks;Wireless communication;Decoding","automatic repeat request;energy harvesting;energy management systems;error statistics;forward error correction;Markov processes;telecommunication power management;wireless sensor networks","energy management;adaptive retransmission;forward error correction mechanism;signal sampling;decoding operations;selective sampling scheme;transmitted packet;selective sampling information bits;automatic repeat request messages;receiver node;partially observable Markov decision process formulation;long-term average pairwise error probability;suboptimal power assignment strategies;channel state information;fixed power assignment policy;power assignment strategy;energy harvesting wireless sensor nodes;transmit power optimisation;packet drop probability;numerical simulations","","7","","","02 August 2017","","","IEEE","IEEE Conferences"
"Log-Normal Statistics in Filamentary RRAM Devices and Related Systems","V. G. Karpov; D. Niraula","Department of Physics and Astronomy, The University of Toledo, Toledo, OH, USA; Department of Physics and Astronomy, The University of Toledo, Toledo, OH, USA","IEEE Electron Device Letters","","2017","38","9","1240","1243","","","","10.1109/LED.2017.2734961","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000336","Log-normal;statistics;RRAM;phase change memory;switching;tunneling;nucleation","Tunneling;Switches;Resistance;Hafnium compounds;Phase change memory;Phase change materials;Gaussian distribution","log normal distribution;resistive RAM;tunnelling","log-normal statistic;filamentary resistive memory devices;filamentary RRAM devices;central limit theorem;thermal activation;read-out resistances;random telegraph noise amplitudes","","4","","","02 August 2017","","","IEEE","IEEE Conferences"
"A Flexible Terminal Approach to Sampled-Data Exponentially Synchronization of Markovian Neural Networks With Time-Varying Delayed Signals","J. Cheng; J. H. Park; H. R. Karimi; H. Shen","School of Science, Hubei University for Nationalities, Hubei, China; Department of Electrical Engineering, Yeungnam University, Gyeongsan, South Korea; Department of Mechanical Engineering, Politecnico di Milano, Milan, Italy; School of Electrical and Information Engineering, Anhui University of Technology, Ma’anshan, China","IEEE Transactions on Cybernetics","","2018","48","8","2232","2244","","","","10.1109/TCYB.2017.2729581","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000337","Exponentially synchronization;Markovian jumping neural network (MJNN);reliable control;sampled-data (SD);time-varying delay","Synchronization;Artificial neural networks;Delays;Linear matrix inequalities;Silicon;Symmetric matrices","convex programming;delays;Lyapunov methods;Markov processes;neural nets;sampled data systems;synchronisation;time-varying systems","flexible terminal approach;sampled-data exponentially synchronization;Markovian neural networks;time-varying delayed signals;tunable parameter;convex combination computational method;delay-dependent synchronization criteria;stochastic sampling period;Lyapunov-Krasovskii functional;integral inequality","","11","","","02 August 2017","","","IEEE","IEEE Conferences"
"Out-of-Sample Extension for Dimensionality Reduction of Noisy Time Series","H. Dadkhahi; M. F. Duarte; B. M. Marlin","Electrical and Computer Engineering Department, University of Massachusetts at Amherst, Amherst, MA, USA; Electrical and Computer Engineering Department, University of Massachusetts Amherst, MA, USA; College of Information and Computer Sciences, University of Massachusetts Amherst, MA, USA","IEEE Transactions on Image Processing","","2017","26","11","5435","5446","","","","10.1109/TIP.2017.2735189","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000338","Manifold learning;dimensionality reduction;time series;out-of-sample extension","Manifolds;Training;Time series analysis;Principal component analysis;Sensors;Data models;Noise measurement","gaze tracking;image sequences;learning (artificial intelligence);rendering (computer graphics);time series","dimensionality reduction;noisy time series;global manifold learning algorithm;temporal information;noise-free training data;spatio-temporal compactness;optimization;manifold embeddings;timing information;out-of-sample extension algorithm;sequentially ordered image data;eye-gaze estimation","","","","","02 August 2017","","","IEEE","IEEE Conferences"
"Capacitively Loaded Inverted CPWs for Distributed TRL-Based De-Embedding at (Sub) mm-Waves","L. Galatro; A. Pawlak; M. Schroter; M. Spirito","Department of Microelectronics, EEMCS Faculty, Delft University of Technology, Delft, CD, The Netherlands; Chair for Electron Devices and Integrated Circuits, Technische Universität Dresden, Dresden, Germany; Chair for Electron Devices and Integrated Circuits, Technische Universität Dresden, Dresden, Germany; Department of Microelectronics, EEMCS Faculty, Delft University of Technology, Delft, CD, The Netherlands","IEEE Transactions on Microwave Theory and Techniques","","2017","65","12","4914","4924","","","","10.1109/TMTT.2017.2727498","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000339","CPW;distributed de-embedding;millimeter waves;silicon;slow wave;thru-reflect line (TRL);VNA","Calibration;Coplanar waveguides;Substrates;Dielectrics;Impedance;Power transmission lines;Transmission line measurements","BiCMOS integrated circuits;calibration;coplanar waveguides;Ge-Si alloys;heterojunction bipolar transistors;semiconductor device metallisation;semiconductor device models;S-parameters;submillimetre wave transistors","back-end-of-line;SiGe technology;direct calibration;metallization layer;reference planes;low-loss dielectric layers;de-embedding kits;WR-03 waveguide band;mm-wave bands;TRL calibration kit;BiCMOS technology;calibration transfer;capacitively loaded inverted CPWs;distributed TRL-based de-embedding;thru-reflect-line calibration-de-embedding kit;capacitively loaded inverted CPW lines;sub mm-wave measurements;fused silica;S-parameter measurements;heterojunction bipolar transistor;size 130 nm;SiGe","","3","","","02 August 2017","","","IEEE","IEEE Conferences"
"Design Bandpass Frequency Selective Surface Absorber Using <italic>LC</italic> Resonators","K. Zhang; W. Jiang; S. Gong","National Key Laboratory of Antennas and Microwave Technology, Xidian University, Xi'an, China; National Key Laboratory of Antennas and Microwave Technology, Xidian University, Xi'an, China; National Key Laboratory of Antennas and Microwave Technology, Xidian University, Xi'an, China","IEEE Antennas and Wireless Propagation Letters","","2017","16","","2586","2589","","","","10.1109/LAWP.2017.2734918","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000340","Bandpass;frequency selective surface absorber (FSSA);LC resonator","Frequency selective surfaces;Resonators;Absorption;Resistors;Integrated circuit modeling;Load modeling;Resonant frequency","equivalent circuits;frequency selective surfaces;microwave resonators;resistors","bandpass response;free-space measurement system;analytical design method;equivalent circuit model;loading lumped resistors;absorption bands;bandpass characteristic;LC resonators;FSSA structure;frequency selective surface absorber design;frequency 6.4 GHz","","34","","","02 August 2017","","","IEEE","IEEE Conferences"
"Enhanced Magnetic Properties of Ni<sub>51</sub>Mn<sub>33.4</sub>In<sub>15.6</sub> Heusler Alloy Nanoparticles","A. Aslani; M. Ghahremani; M. Zhang; L. H. Bennett; E. Della Torre","Department of Electrical and Computer Engineering, George Washington University, Washington, DC, USA; Department of Computer Science, Mathematics, and Engineering, Shepherd University, Shepherdstown, WV, USA; Department of Chemistry, George Washington University, Washington, DC, USA; Department of Electrical and Computer Engineering, George Washington University, Washington, DC, USA; Department of Electrical and Computer Engineering, George Washington University, Washington, DC, USA","IEEE Transactions on Magnetics","","2017","53","12","1","6","","","","10.1109/TMAG.2017.2734880","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000341","Heusler alloy;magnetic refrigeration;magnetocaloric effect (MCE);nanoparticle","Refrigeration;Nanoparticles;Magnetic properties;Nickel alloys;Magnetometers;Powders","ball milling;cobalt alloys;coercive force;ferromagnetic materials;gallium alloys;indium alloys;iron alloys;magnetic hysteresis;magnetisation;magnetocaloric effects;manganese alloys;martensitic transformations;nanofabrication;nanomagnetics;nanoparticles;nickel alloys;reverse martensitic transformations;X-ray diffraction","enhanced magnetic properties;size effect;structural properties;nanostructured Heusler alloy;high-energy ball-milling technique;isothermal magnetic field variation;applied magnetic field;Heusler alloy nanoparticles;magnetization hysteresis;Ni51Mn33.4","","1","","","02 August 2017","","","IEEE","IEEE Conferences"
"The Fabrication and Sensing Characteristics of Arrayed Flexible IGZO/Al Urea Biosensor Modified by Graphene Oxide","J. Chou; H. Huang; Y. Liao; C. Lai; S. Yan; C. Wu; Y. Wu","Graduate School of Electronic Engineering, National Yunlin University of Science and Technology, Douliou, Taiwan, R.O.C.; Department of Electronic Engineering, National Yunlin University of Science and Technology, Douliou, Taiwan, R.O.C.; Department of Information and Electronic Commerce Management, TransWorld University, Yunlin, Taiwan, R.O.C.; Graduate School of Electronic Engineering, National Yunlin University of Science and Technology, Douliou, Taiwan, R.O.C.; Graduate School of Electronic Engineering, National Yunlin University of Science and Technology, Douliou, Taiwan, R.O.C.; Graduate School of Electronic Engineering, National Yunlin University of Science and Technology, Douliou, Taiwan, R.O.C.; Graduate School of Electronic Engineering, National Yunlin University of Science and Technology, Douliou, Taiwan, R.O.C.","IEEE Transactions on Nanotechnology","","2017","16","6","958","964","","","","10.1109/TNANO.2017.2734894","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000342","Graphene oxide;indium gallium zinc oxide;polyethylene terephthalate;urea biosensor;urease","Biosensors;Graphene;Sensitivity;Indium gallium zinc oxide","biosensors;graphene compounds;indium compounds;membranes;organic compounds;sensor arrays","arrayed flexible urea biosensor;antiinterference testing;GO;polyethylene terephthalate substrate;urease membrane immobilization;graphene oxide;InGaZnO-Al-CO","","1","","","02 August 2017","","","IEEE","IEEE Conferences"
"Negative Capacitance as Performance Booster for Tunnel FETs and MOSFETs: An Experimental Study","A. Saeidi; F. Jazaeri; F. Bellando; I. Stolichnov; G. V. Luong; Q. Zhao; S. Mantl; C. C. Enz; A. M. Ionescu","Laboratory of Micro and Nano-Electronic Devices, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Laboratory of Integrated Circuits, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Laboratory of Micro and Nano-Electronic Devices, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Laboratory of Micro and Nano-Electronic Devices, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Forschungszentrum Jülich, Peter Grünberg Institute 9 (PGI-9), Jülich, Germany; Forschungszentrum Jülich, Peter Grünberg Institute 9 (PGI-9), Jülich, Germany; Forschungszentrum Jülich, Peter Grünberg Institute 9 (PGI-9), Jülich, Germany; Laboratory of Integrated Circuits, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Laboratory of Micro and Nano-Electronic Devices, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland","IEEE Electron Device Letters","","2017","38","10","1485","1488","","","","10.1109/LED.2017.2734943","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000343","Negative capacitance;ferroelectric;NC-TFET;NC-FET;hysteretic;non-hysteretic","Capacitance;Logic gates;MOSFET;TFETs;Capacitors;Boosting","CMOS integrated circuits;ferroelectric capacitors;MOSFET;piezoelectric devices;tunnel transistors","negative capacitance;tunnel FET;NC-TFET;MOSFET;capacitance matching;ferroelectric NC;PZT ferroelectric capacitors;CMOS technology;voltage 1.5 V","","6","","","02 August 2017","","","IEEE","IEEE Conferences"
"Investigation on Self-Adjust Conductivity Modulation SOI-LIGBT Structure (SCM-LIGBT) for Monolithic High-Voltage IC","W. Sun; Z. Yang; J. Zhu; F. Bian; S. Liu; J. Chen","National ASIC System Engineering Research Center, Southeast University, Nanjing, China; National ASIC System Engineering Research Center, Southeast University, Nanjing, China; National ASIC System Engineering Research Center, Southeast University, Nanjing, China; National ASIC System Engineering Research Center, Southeast University, Nanjing, China; National ASIC System Engineering Research Center, Southeast University, Nanjing, China; National ASIC System Engineering Research Center, Southeast University, Nanjing, China","IEEE Transactions on Electron Devices","","2017","64","9","3762","3767","","","","10.1109/TED.2017.2730246","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000344","Current capability;forward-biased safe operating area (FBSOA);high voltage;on-state voltage;silicon-on-insulator (SOI)-lateral insulated gate bipolar transistor (LIGBT)","Anodes;Conductivity;Modulation;Logic gates;Cathodes;Transistors;Current density","insulated gate bipolar transistors;monolithic integrated circuits;semiconductor diodes;silicon-on-insulator","self-adjust conductivity modulation;SOI-LIGBT structure;SCM;monolithic high-voltage IC;lateral insulated gate bipolar transistor;NLT region;EM-nMOS region;ENM region;parasitic NPN transistor bipolar structure;enhanced-mode nMOS region;series diode region;DIO region;normal LIGBT structure;base voltage;latch-up issues;forward-biased safe operating area;electrical characteristics;voltage 10 V;voltage 1.15 V;voltage 590 V","","4","","","02 August 2017","","","IEEE","IEEE Conferences"
"Treatment of Cancer In Vitro Using Radiation and High-Frequency Bursts of Submicrosecond Electrical Pulses","M. B. Sano; O. Volotskova; L. Xing","Division of Radiation Physics, Department of Radiation Oncology, Stanford University School of Medicine, Stanford, CA, USA; Division of Radiation PhysicsDepartment of Radiation Oncology, Stanford University School of Medicine.; Division of Radiation PhysicsDepartment of Radiation Oncology, Stanford University School of Medicine.","IEEE Transactions on Biomedical Engineering","","2018","65","4","928","935","","","","10.1109/TBME.2017.2734887","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000345","Bioelectric phenomena;biomedical applications of radiation;biomedical electronics;bipolar pulses;cellular biophysics;irreversible electroporation;in vitro;medical treatment;nanosecond pulsed electric field;oscillating electric field;X-rays","Cancer;Electrodes;Electric fields;Medical treatment;Media;Fires;Brain modeling","bioelectric phenomena;cancer;cellular biophysics;radiation therapy;tumours","high-frequency bursts;submicrosecond electrical pulses;high-frequency irreversible electroporation;high-voltage electrical pulses;radiation therapy;cancer therapy;tumor ablation;in vitro cell cultures;cell death mechanisms;ionizing radiation;antitumor efficacy;time 500.0 ns;radiation absorbed dose 20.0 Gy;time 14.0 d","","1","","","02 August 2017","","","IEEE","IEEE Conferences"
"A Dynamic SWIPT Approach for Cooperative Cognitive Radio Networks","J. Yan; Y. Liu","School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China","IEEE Transactions on Vehicular Technology","","2017","66","12","11122","11136","","","","10.1109/TVT.2017.2734966","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000346","Cooperative cognitive radio network (CCRN);cooperative relay;energy harvesting;simultaneous wireless information and power transfer (SWIPT)","Relays;Fading channels;Receivers;Energy harvesting;Optimization;Cognitive radio","cognitive radio;concave programming;cooperative communication;energy harvesting;relay networks (telecommunication);telecommunication power management","dynamic SWIPT approach;cooperative cognitive radio networks;CCRN;spectral efficiencies;relay transmission;dynamic energy harvesting;secondary transmitter;primary transmission;secondary receiver;energy harvesting function;direct transmission;optimization problem;ergodic capacity;primary receiver;average harvested energy;joint transmission mode selection;transmit power splitting ratio selection;joint optimization;transmit power control;dual Lagrangian method;opportunistic relaying;simultaneous wireless information and power transfer","","13","","","02 August 2017","","","IEEE","IEEE Conferences"
"Performance Analysis for the ${N}$ -Continuous Precoded SM-OFDM System","Y. Xiao; F. Yu; X. Lei; D. He; P. Yang; W. Xiang","National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; College of Science and Engineering, James Cook University, Cairns, QLD, Australia","IEEE Transactions on Vehicular Technology","","2018","67","1","483","493","","","","10.1109/TVT.2017.2735197","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000347","Minimum mean square error;  ${N}$  -continuous;orthogonal frequency division multiplexing;spatial modulation","Channel estimation;OFDM;Fading channels;Bit error rate;Modulation;Interference;Transmitting antennas","channel estimation;error statistics;fading channels;interference suppression;least mean squares methods;mean square error methods;MIMO communication;OFDM modulation;precoding;radiofrequency interference;Rayleigh channels","approximate system model;MMSE channel estimation;channel estimation errors;average BER performance;imperfect channel estimation;different system configurations;spatial modulation orthogonal frequency division;(OFDM) system;NC precoder;bit error rate performance;frequency-selective Rayleigh fading channel;perfect channel estimation;interference suppression;minimum mean square error channel estimation;NC","","2","","","02 August 2017","","","IEEE","IEEE Conferences"
"Fully Conformal Square-Patch Frequency-Selective Surface Toward Wearable Electromagnetic Shielding","P. Gurrala; S. Oren; P. Liu; J. Song; L. Dong","Department of Electrical and Computer Engineering, Iowa State University, Ames, IA, USA; Department of Electrical and Computer Engineering, Iowa State University, Ames, IA, USA; Department of Electrical and Computer Engineering, Iowa State University, Ames, IA, USA; Department of Electrical and Computer Engineering, Iowa State University, Ames, IA, USA; Department of Electrical and Computer Engineering, Iowa State University, Ames, IA, USA","IEEE Antennas and Wireless Propagation Letters","","2017","16","","2602","2605","","","","10.1109/LAWP.2017.2735196","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000349","Electromagnetic (EM) interference;frequency-selective surfaces (FSSs);spatial filters","Frequency selective surfaces;Electron tubes;Antenna measurements;Metals;Surface waves;Substrates","electromagnetic interference;electromagnetic shielding;frequency selective surfaces;silicones","conformal square-patch frequency-selective surface;wearable electromagnetic shielding;dipole-like antennas;cylindrical radomes;spherical radomes;FSS;liquid metal alloy;frequency-selective surface","","5","","","02 August 2017","","","IEEE","IEEE Conferences"
"Microfiber Knot With Taper Interferometer for Temperature and Refractive Index Discrimination","A. D. Gomes; O. Frazão","INESC TEC, Porto, Portugal; INESC TEC, Porto, Portugal","IEEE Photonics Technology Letters","","2017","29","18","1517","1520","","","","10.1109/LPT.2017.2735185","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000350","Optical fiber sensor;optical interferometry;microfiber knot resonator;temperature measurement;refractive index;salinity","Refractive index;Temperature sensors;Temperature measurement;Sensitivity;Optical resonators;Optical fiber sensors","fibre optic sensors;Mach-Zehnder interferometers;optical fibre fabrication;refractive index measurement;temperature measurement","taper interferometer;temperature discrimination;refractive index discrimination;compact sensing structure;optical devices;abrupt taper-based Mach-Zehnder interferometer;CO2 laser processing;transmission spectrum;physical parameters;chemical parameters;temperature sensing;MZI component;microfiber knot resonator component;water temperature variations;refractive index sensing;MKR components;refractive index range;matrix method;temperature measurement;refractive index measurement;temperature 12 degC","","1","","","02 August 2017","","","IEEE","IEEE Conferences"
"Magnetic Dead Layers in La<sub>0.7</sub>Sr<sub>0.3</sub>MnO<sub>3</sub> Revisited","S. B. Porter; M. Venkatesan; P. Dunne; B. Doudin; K. Rode; J. M. D. Coey","CRANN and School of Physics, Trinity College, Dublin, Ireland; CRANN and School of Physics, Trinity College, Dublin, Ireland; IPCMS, Strasbourg, France; IPCMS, Strasbourg, France; CRANN and School of Physics, Trinity College, Dublin, Ireland; CRANN and School of Physics, Trinity College, Dublin, Ireland","IEEE Transactions on Magnetics","","2017","53","11","1","4","","","","10.1109/TMAG.2017.2731124","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000351","D-zero magnetism;ferromagnetic thin films;La₀.₇Sr₀.₃MnO₃;magnetic dead layers;mixed-valence manganites;srTiO₃","Substrates;Magnetic films;Magnetization;Manganese;Temperature;Magnetic properties","Curie temperature;lanthanum compounds;magnetic moments;magnetic thin films;strontium compounds;vacancies (crystal)","d-zero magnetism;manganite thin films;magnetic dead-layer thicknesses;oxygen vacancies;Curie temperature;size 0.8 nm;size 1.5 nm;size 3.0 nm;La0.7Sr0.3MnO3;SrTiO3;LaAlO3;(LaAlO3)0.3(Sr2TaAlO6)0.7","","2","","","02 August 2017","","","IEEE","IEEE Conferences"
"Interdie Coupling Extraction and Physical Design Optimization for Face-to-Face 3-D ICs","Y. Peng; D. Petranovic; K. Samadi; P. Kamal; Y. Du; S. K. Lim","Department of Computer Science and Computer Engineering, University of Arkansas, Fayetteville, AR, USA; Mentor, A Siemens Business, Fremont, CA, USA; Qualcomm Research, San Diego, CA, USA; Qualcomm Research, San Diego, CA, USA; Qualcomm Research, San Diego, CA, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA","IEEE Transactions on Nanotechnology","","2018","17","4","634","644","","","","10.1109/TNANO.2017.2735361","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000352","Face-to-face;heterogeneous;3D IC;parasitic extraction;optimization","Couplings;Three-dimensional displays;Integrated circuits;Bonding;Wires;Metals;Device-to-device communication","integrated circuit design;integrated circuit interconnections;sensitivity analysis;three-dimensional integrated circuits","hierarchy-aware design methodology;interdie capacitance;multiple technology generations;design space exploration;face-to-face-bonded 3D IC;technology scaling;full-chip 3D IC design;full-chip timing;clock delay;power distribution network layer;die-to-die distance scaling;logic-memory stacking;extraction methodology;coupling impact;signal integrity;physical design optimization;interdie coupling extraction","","1","","","02 August 2017","","","IEEE","IEEE Conferences"
"A Switched Capacitor Energy Harvester Based on a Single-Cycle Criterion for MPPT to Eliminate Storage Capacitor","X. Liu; K. Ravichandran; E. Sánchez-Sinencio","Intel Labs, Intel Corporation, Hillsboro, OR, USA; Intel Labs, Intel Corporation, Hillsboro, OR, USA; Department of Electrical and Computer Engineering, Texas A&M University, College Station, TX, USA","IEEE Transactions on Circuits and Systems I: Regular Papers","","2018","65","2","793","803","","","","10.1109/TCSI.2017.2726345","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000353","Photovoltaic;MPPT;switched capacitor;energy harvesting;Internet of Everything","Capacitors;Switches;Maximum power point trackers;Time-domain analysis;Loading;Energy harvesting;Sensors","energy harvesting;finite state machines;maximum power point trackers;power consumption;power convertors;switched capacitor networks;time-domain analysis","single-cycle criterion maximum power point tracking technique;energy harvesting system;nanofarad-level capacitor;maximum power monitoring;maximum photovoltaic power;maximum switching frequency;reconfigurable switched capacitor power converter;switched capacitor energy harvester;ultralow power consumption;storage capacitor elimination;time-domain MPPT technique;Internet of Everything;IoE;finite-state machine;maximum PV power;minimum conversion ratio;hysteretic control;PV cell","","4","","","02 August 2017","","","IEEE","IEEE Conferences"
"AGC of Two Area Power System Based on Different Power Output Control Strategies of Thermal Power Generation","N. Pathak; T. S. Bhatti; A. Verma; I. Nasiruddin","Indian Institute of Technology Delhi, New Delhi, India; Indian Institute of Technology Delhi, New Delhi, India; Indian Institute of Technology Delhi, New Delhi, India; Department of Electrical Engineering, Qassim University, Buraidah, Saudi Arabia","IEEE Transactions on Power Systems","","2018","33","2","2040","2052","","","","10.1109/TPWRS.2017.2734923","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000354","Automatic generation control;discrete supplementary controller and particle swarm optimization","Schedules;Turbines;Valves;Automatic generation control;Power system dynamics","power generation control;power generation scheduling;steam power stations;thermal power stations","active power generation;dynamic performance;automatic generation control;reheater constant trajectories;RH;plant generation schedules;time constant trajectories;area reheat thermal power system;thermal power generation;power output control strategies;two area thermal-thermal power system;reheater time constant;steam chest constant;AGC studies;steam pressure-versus-flow rate curves;time constant-versus-generation schedule trajectories;two area reheat thermal power system","","6","","","02 August 2017","","","IEEE","IEEE Conferences"
"Cell-Free Massive MIMO: User-Centric Approach","S. Buzzi; C. D’Andrea","Department of Electrical and Information Engineering, University of Cassino and Lazio Meridionale, Cassino, Italy; Department of Electrical and Information Engineering, University of Cassino and Lazio Meridionale, Cassino, Italy","IEEE Wireless Communications Letters","","2017","6","6","706","709","","","","10.1109/LWC.2017.2734893","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000355","Massive MIMO;cell-free MIMO;user-centric approach;pilot contamination;channel estimation;rate;5G wireless networks","Channel estimation;Uplink;MIMO;Downlink;Computer architecture;Data communication;Array signal processing","cellular radio;MIMO communication","user-centric virtual cell approach;CF massive MIMO;UC approach;CF approach;achievable rate-per-user;user-centric approach;cell-free massive MIMO architecture;distributed access points;mobile stations","","42","","","02 August 2017","","","IEEE","IEEE Conferences"
